,camp,date,hour,city,coord,prop,unit,value
272,air quality sensor measurement,2024/06/02,4,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.07
273,air quality sensor measurement,2024/06/01,8,toulouse,"[1.44, 43.6]",NO2,µg/m3,9.34
274,air quality sensor measurement,2024/05/30,17,strasbourg,"[7.75, 48.57]",CO,mg/m3,6.41
275,air quality sensor measurement,2024/05/31,18,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.53
276,air quality sensor measurement,2024/05/30,11,brest,"[4.49, 48.39]",O3,µg/m3,9.25
277,air quality sensor measurement,2024/06/01,14,brest,"[4.49, 48.39]",CO,mg/m3,1.98
278,air quality sensor measurement,2024/06/02,4,marseille,"[5.37, 43.3]",PM2.5,µg/m3,7.96
279,air quality sensor measurement,2024/05/30,7,marseille,"[5.37, 43.3]",PM2.5,µg/m3,1.95
280,air quality sensor measurement,2024/05/27,10,brest,"[4.49, 48.39]",CO,mg/m3,7.54
281,air quality sensor measurement,2024/05/24,10,brest,"[4.49, 48.39]",NO2,µg/m3,5.54
282,air quality sensor measurement,2024/05/30,22,marseille,"[5.37, 43.3]",PM2.5,µg/m3,5.55
283,air quality sensor measurement,2024/06/01,18,lille,"[3.06, 50.63]",O3,µg/m3,8.71
284,air quality sensor measurement,2024/05/28,4,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,5.39
285,air quality sensor measurement,2024/05/25,17,lille,"[3.06, 50.63]",NO2,µg/m3,8.88
286,air quality sensor measurement,2024/05/24,1,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.92
287,air quality sensor measurement,2024/05/28,21,toulouse,"[1.44, 43.6]",NO2,µg/m3,6.52
288,air quality sensor measurement,2024/05/29,22,toulouse,"[1.44, 43.6]",CO,mg/m3,9.56
289,air quality sensor measurement,2024/05/24,11,marseille,"[5.37, 43.3]",PM2.5,µg/m3,9.94
290,air quality sensor measurement,2024/06/02,18,brest,"[4.49, 48.39]",CO,mg/m3,8.99
291,air quality sensor measurement,2024/05/30,0,toulouse,"[1.44, 43.6]",O3,µg/m3,1.16
292,air quality sensor measurement,2024/05/28,0,lille,"[3.06, 50.63]",O3,µg/m3,4.31
293,air quality sensor measurement,2024/05/26,18,marseille,"[5.37, 43.3]",O3,µg/m3,9.16
294,air quality sensor measurement,2024/05/31,0,brest,"[4.49, 48.39]",NO2,µg/m3,2.6
295,air quality sensor measurement,2024/06/02,5,lille,"[3.06, 50.63]",PM10,µg/m3,3.22
296,air quality sensor measurement,2024/05/25,4,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.45
297,air quality sensor measurement,2024/05/29,22,lille,"[3.06, 50.63]",NO2,µg/m3,9.94
298,air quality sensor measurement,2024/05/29,20,lille,"[3.06, 50.63]",PM10,µg/m3,7.66
299,air quality sensor measurement,2024/06/01,13,marseille,"[5.37, 43.3]",CO,mg/m3,5.27
300,air quality sensor measurement,2024/05/30,21,strasbourg,"[7.75, 48.57]",NO2,µg/m3,2.68
301,air quality sensor measurement,2024/05/24,7,marseille,"[5.37, 43.3]",CO,mg/m3,0.82
302,air quality sensor measurement,2024/05/25,7,toulouse,"[1.44, 43.6]",CO,mg/m3,0.88
303,air quality sensor measurement,2024/05/31,22,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.3
304,air quality sensor measurement,2024/05/28,4,brest,"[4.49, 48.39]",PM10,µg/m3,6.68
305,air quality sensor measurement,2024/05/25,13,brest,"[4.49, 48.39]",PM2.5,µg/m3,6.49
306,air quality sensor measurement,2024/05/26,12,brest,"[4.49, 48.39]",CO,mg/m3,4.16
307,air quality sensor measurement,2024/05/30,3,marseille,"[5.37, 43.3]",NO2,µg/m3,4.2
308,air quality sensor measurement,2024/05/31,15,marseille,"[5.37, 43.3]",PM2.5,µg/m3,1.26
309,air quality sensor measurement,2024/05/27,2,toulouse,"[1.44, 43.6]",PM10,µg/m3,8.43
310,air quality sensor measurement,2024/05/28,13,brest,"[4.49, 48.39]",O3,µg/m3,3.02
311,air quality sensor measurement,2024/05/26,23,strasbourg,"[7.75, 48.57]",PM10,µg/m3,4.28
312,air quality sensor measurement,2024/06/02,7,strasbourg,"[7.75, 48.57]",CO,mg/m3,4.97
313,air quality sensor measurement,2024/05/25,20,marseille,"[5.37, 43.3]",O3,µg/m3,2.33
314,air quality sensor measurement,2024/06/02,13,lille,"[3.06, 50.63]",PM10,µg/m3,2.16
315,air quality sensor measurement,2024/05/27,3,brest,"[4.49, 48.39]",CO,mg/m3,2.57
316,air quality sensor measurement,2024/06/02,0,toulouse,"[1.44, 43.6]",CO,mg/m3,4.79
317,air quality sensor measurement,2024/05/29,17,marseille,"[5.37, 43.3]",PM2.5,µg/m3,1.88
318,air quality sensor measurement,2024/05/29,18,brest,"[4.49, 48.39]",NO2,µg/m3,3.17
319,air quality sensor measurement,2024/05/27,4,brest,"[4.49, 48.39]",PM2.5,µg/m3,8.93
320,air quality sensor measurement,2024/05/30,6,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.67
321,air quality sensor measurement,2024/05/29,2,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.98
322,air quality sensor measurement,2024/05/29,8,lille,"[3.06, 50.63]",O3,µg/m3,0.85
323,air quality sensor measurement,2024/05/27,8,marseille,"[5.37, 43.3]",CO,mg/m3,5.07
324,air quality sensor measurement,2024/05/30,4,lille,"[3.06, 50.63]",CO,mg/m3,6.29
325,air quality sensor measurement,2024/06/01,7,toulouse,"[1.44, 43.6]",NO2,µg/m3,3.09
326,air quality sensor measurement,2024/06/02,4,brest,"[4.49, 48.39]",CO,mg/m3,8.16
327,air quality sensor measurement,2024/05/31,4,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,3.95
328,air quality sensor measurement,2024/05/25,22,marseille,"[5.37, 43.3]",NO2,µg/m3,2.56
329,air quality sensor measurement,2024/05/27,17,strasbourg,"[7.75, 48.57]",CO,mg/m3,6.96
330,air quality sensor measurement,2024/05/28,11,toulouse,"[1.44, 43.6]",CO,mg/m3,6.46
331,air quality sensor measurement,2024/05/27,10,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.2
332,air quality sensor measurement,2024/05/30,1,lille,"[3.06, 50.63]",PM2.5,µg/m3,1.73
333,air quality sensor measurement,2024/06/01,11,lille,"[3.06, 50.63]",NO2,µg/m3,5.92
334,air quality sensor measurement,2024/05/28,8,brest,"[4.49, 48.39]",PM2.5,µg/m3,2.78
335,air quality sensor measurement,2024/05/30,23,marseille,"[5.37, 43.3]",PM10,µg/m3,9.26
336,air quality sensor measurement,2024/05/29,15,lille,"[3.06, 50.63]",PM10,µg/m3,9.73
337,air quality sensor measurement,2024/05/29,14,brest,"[4.49, 48.39]",PM2.5,µg/m3,4.87
338,air quality sensor measurement,2024/05/31,16,lille,"[3.06, 50.63]",CO,mg/m3,6.1
339,air quality sensor measurement,2024/05/26,14,lille,"[3.06, 50.63]",CO,mg/m3,4.74
340,air quality sensor measurement,2024/05/30,2,brest,"[4.49, 48.39]",PM2.5,µg/m3,7.98
341,air quality sensor measurement,2024/05/31,11,lille,"[3.06, 50.63]",CO,mg/m3,1.62
342,air quality sensor measurement,2024/05/24,11,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,9.43
343,air quality sensor measurement,2024/05/27,1,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.96
344,air quality sensor measurement,2024/05/29,21,lille,"[3.06, 50.63]",PM10,µg/m3,6.05
345,air quality sensor measurement,2024/05/24,4,toulouse,"[1.44, 43.6]",NO2,µg/m3,2.66
346,air quality sensor measurement,2024/05/30,20,brest,"[4.49, 48.39]",PM2.5,µg/m3,7.02
347,air quality sensor measurement,2024/05/24,14,marseille,"[5.37, 43.3]",O3,µg/m3,7.61
348,air quality sensor measurement,2024/05/24,15,lille,"[3.06, 50.63]",O3,µg/m3,7.58
349,air quality sensor measurement,2024/05/31,15,brest,"[4.49, 48.39]",CO,mg/m3,6.67
350,air quality sensor measurement,2024/05/26,1,marseille,"[5.37, 43.3]",CO,mg/m3,3.75
351,air quality sensor measurement,2024/05/27,5,marseille,"[5.37, 43.3]",CO,mg/m3,6.09
352,air quality sensor measurement,2024/05/30,10,marseille,"[5.37, 43.3]",NO2,µg/m3,2.25
353,air quality sensor measurement,2024/05/26,5,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,5.97
354,air quality sensor measurement,2024/05/25,23,brest,"[4.49, 48.39]",CO,mg/m3,6.24
355,air quality sensor measurement,2024/06/02,2,lille,"[3.06, 50.63]",O3,µg/m3,7.28
356,air quality sensor measurement,2024/06/02,0,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.22
357,air quality sensor measurement,2024/05/26,17,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,7.28
358,air quality sensor measurement,2024/05/28,17,brest,"[4.49, 48.39]",NO2,µg/m3,8.58
359,air quality sensor measurement,2024/06/02,19,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,0.93
360,air quality sensor measurement,2024/06/02,15,brest,"[4.49, 48.39]",NO2,µg/m3,0.22
361,air quality sensor measurement,2024/05/25,14,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.87
362,air quality sensor measurement,2024/05/27,8,strasbourg,"[7.75, 48.57]",O3,µg/m3,7.56
363,air quality sensor measurement,2024/05/27,19,lille,"[3.06, 50.63]",PM2.5,µg/m3,2.64
364,air quality sensor measurement,2024/05/24,15,strasbourg,"[7.75, 48.57]",NO2,µg/m3,1.09
365,air quality sensor measurement,2024/05/31,1,lille,"[3.06, 50.63]",NO2,µg/m3,1.19
366,air quality sensor measurement,2024/05/25,20,lille,"[3.06, 50.63]",NO2,µg/m3,4.01
367,air quality sensor measurement,2024/05/31,10,strasbourg,"[7.75, 48.57]",PM10,µg/m3,3.67
368,air quality sensor measurement,2024/05/27,17,lille,"[3.06, 50.63]",CO,mg/m3,5.94
369,air quality sensor measurement,2024/05/25,15,strasbourg,"[7.75, 48.57]",O3,µg/m3,9.87
370,air quality sensor measurement,2024/06/01,16,lille,"[3.06, 50.63]",O3,µg/m3,6.4
371,air quality sensor measurement,2024/05/31,9,strasbourg,"[7.75, 48.57]",NO2,µg/m3,6.36
372,air quality sensor measurement,2024/05/24,6,lille,"[3.06, 50.63]",CO,mg/m3,9.02
373,air quality sensor measurement,2024/05/31,1,toulouse,"[1.44, 43.6]",CO,mg/m3,3.19
374,air quality sensor measurement,2024/06/02,0,marseille,"[5.37, 43.3]",CO,mg/m3,6.36
375,air quality sensor measurement,2024/05/28,15,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,1.79
376,air quality sensor measurement,2024/05/25,15,marseille,"[5.37, 43.3]",O3,µg/m3,7.56
377,air quality sensor measurement,2024/06/01,13,brest,"[4.49, 48.39]",PM10,µg/m3,6.54
378,air quality sensor measurement,2024/05/25,13,brest,"[4.49, 48.39]",O3,µg/m3,7.82
379,air quality sensor measurement,2024/05/28,6,lille,"[3.06, 50.63]",O3,µg/m3,8.51
380,air quality sensor measurement,2024/05/29,1,strasbourg,"[7.75, 48.57]",PM10,µg/m3,8.59
381,air quality sensor measurement,2024/05/29,2,marseille,"[5.37, 43.3]",PM10,µg/m3,8.85
382,air quality sensor measurement,2024/06/02,21,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.55
383,air quality sensor measurement,2024/05/26,9,lille,"[3.06, 50.63]",O3,µg/m3,7.71
384,air quality sensor measurement,2024/05/31,16,marseille,"[5.37, 43.3]",PM2.5,µg/m3,4.72
385,air quality sensor measurement,2024/05/31,18,strasbourg,"[7.75, 48.57]",O3,µg/m3,8.44
386,air quality sensor measurement,2024/05/30,14,brest,"[4.49, 48.39]",NO2,µg/m3,4.49
387,air quality sensor measurement,2024/05/25,14,strasbourg,"[7.75, 48.57]",O3,µg/m3,4.03
388,air quality sensor measurement,2024/06/02,3,toulouse,"[1.44, 43.6]",NO2,µg/m3,6.81
389,air quality sensor measurement,2024/06/01,2,toulouse,"[1.44, 43.6]",O3,µg/m3,6.02
390,air quality sensor measurement,2024/05/26,8,lille,"[3.06, 50.63]",O3,µg/m3,6.34
391,air quality sensor measurement,2024/05/24,3,marseille,"[5.37, 43.3]",CO,mg/m3,2.64
392,air quality sensor measurement,2024/06/01,2,toulouse,"[1.44, 43.6]",NO2,µg/m3,0.2
393,air quality sensor measurement,2024/05/24,10,marseille,"[5.37, 43.3]",O3,µg/m3,7.98
394,air quality sensor measurement,2024/05/30,3,strasbourg,"[7.75, 48.57]",NO2,µg/m3,0.0
395,air quality sensor measurement,2024/06/02,23,strasbourg,"[7.75, 48.57]",O3,µg/m3,6.23
396,air quality sensor measurement,2024/05/27,7,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.27
397,air quality sensor measurement,2024/05/28,13,lille,"[3.06, 50.63]",CO,mg/m3,7.02
398,air quality sensor measurement,2024/05/26,6,brest,"[4.49, 48.39]",PM2.5,µg/m3,4.15
399,air quality sensor measurement,2024/05/27,12,brest,"[4.49, 48.39]",O3,µg/m3,2.76
400,air quality sensor measurement,2024/06/02,7,marseille,"[5.37, 43.3]",PM2.5,µg/m3,0.15
401,air quality sensor measurement,2024/05/29,16,toulouse,"[1.44, 43.6]",PM10,µg/m3,6.49
402,air quality sensor measurement,2024/05/30,21,brest,"[4.49, 48.39]",CO,mg/m3,3.0
403,air quality sensor measurement,2024/05/26,15,strasbourg,"[7.75, 48.57]",NO2,µg/m3,5.31
404,air quality sensor measurement,2024/05/25,20,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,4.36
405,air quality sensor measurement,2024/05/24,16,strasbourg,"[7.75, 48.57]",NO2,µg/m3,8.62
406,air quality sensor measurement,2024/05/24,19,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,2.87
407,air quality sensor measurement,2024/06/02,1,toulouse,"[1.44, 43.6]",O3,µg/m3,4.26
408,air quality sensor measurement,2024/05/27,8,lille,"[3.06, 50.63]",PM2.5,µg/m3,0.37
409,air quality sensor measurement,2024/05/24,21,strasbourg,"[7.75, 48.57]",O3,µg/m3,7.06
410,air quality sensor measurement,2024/06/01,2,lille,"[3.06, 50.63]",CO,mg/m3,3.89
411,air quality sensor measurement,2024/05/25,8,toulouse,"[1.44, 43.6]",O3,µg/m3,9.11
412,air quality sensor measurement,2024/05/30,11,toulouse,"[1.44, 43.6]",CO,mg/m3,0.38
413,air quality sensor measurement,2024/05/26,9,marseille,"[5.37, 43.3]",CO,mg/m3,0.68
414,air quality sensor measurement,2024/06/01,1,strasbourg,"[7.75, 48.57]",PM10,µg/m3,2.24
415,air quality sensor measurement,2024/05/25,8,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,0.42
416,air quality sensor measurement,2024/05/28,7,brest,"[4.49, 48.39]",CO,mg/m3,7.78
417,air quality sensor measurement,2024/06/01,4,brest,"[4.49, 48.39]",NO2,µg/m3,7.57
418,air quality sensor measurement,2024/06/01,1,marseille,"[5.37, 43.3]",PM2.5,µg/m3,4.5
419,air quality sensor measurement,2024/05/31,3,toulouse,"[1.44, 43.6]",O3,µg/m3,0.53
420,air quality sensor measurement,2024/05/26,18,strasbourg,"[7.75, 48.57]",PM10,µg/m3,7.44
421,air quality sensor measurement,2024/05/24,20,brest,"[4.49, 48.39]",NO2,µg/m3,5.82
422,air quality sensor measurement,2024/05/29,21,toulouse,"[1.44, 43.6]",NO2,µg/m3,3.1
423,air quality sensor measurement,2024/06/02,16,brest,"[4.49, 48.39]",PM2.5,µg/m3,9.61
424,air quality sensor measurement,2024/05/27,6,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,1.54
425,air quality sensor measurement,2024/05/24,12,toulouse,"[1.44, 43.6]",CO,mg/m3,2.72
426,air quality sensor measurement,2024/05/30,21,lille,"[3.06, 50.63]",PM10,µg/m3,8.72
427,air quality sensor measurement,2024/05/30,0,strasbourg,"[7.75, 48.57]",O3,µg/m3,4.09
428,air quality sensor measurement,2024/05/31,21,marseille,"[5.37, 43.3]",PM2.5,µg/m3,1.91
429,air quality sensor measurement,2024/05/26,1,toulouse,"[1.44, 43.6]",PM10,µg/m3,7.16
430,air quality sensor measurement,2024/05/28,10,marseille,"[5.37, 43.3]",NO2,µg/m3,9.25
431,air quality sensor measurement,2024/05/31,11,brest,"[4.49, 48.39]",PM2.5,µg/m3,4.83
432,air quality sensor measurement,2024/05/31,21,marseille,"[5.37, 43.3]",O3,µg/m3,4.5
433,air quality sensor measurement,2024/06/02,12,brest,"[4.49, 48.39]",PM2.5,µg/m3,6.16
434,air quality sensor measurement,2024/05/30,8,brest,"[4.49, 48.39]",NO2,µg/m3,0.8
435,air quality sensor measurement,2024/05/24,6,marseille,"[5.37, 43.3]",PM2.5,µg/m3,6.86
436,air quality sensor measurement,2024/05/27,14,lille,"[3.06, 50.63]",PM10,µg/m3,2.0
437,air quality sensor measurement,2024/06/02,5,brest,"[4.49, 48.39]",PM2.5,µg/m3,9.26
438,air quality sensor measurement,2024/05/29,5,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.9
439,air quality sensor measurement,2024/05/26,14,marseille,"[5.37, 43.3]",PM2.5,µg/m3,8.27
440,air quality sensor measurement,2024/05/27,23,brest,"[4.49, 48.39]",NO2,µg/m3,1.77
441,air quality sensor measurement,2024/05/31,20,lille,"[3.06, 50.63]",PM2.5,µg/m3,6.62
442,air quality sensor measurement,2024/05/31,12,strasbourg,"[7.75, 48.57]",PM10,µg/m3,8.34
443,air quality sensor measurement,2024/05/29,1,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,9.78
444,air quality sensor measurement,2024/05/31,6,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.12
445,air quality sensor measurement,2024/05/25,2,marseille,"[5.37, 43.3]",CO,mg/m3,3.47
446,air quality sensor measurement,2024/05/31,5,toulouse,"[1.44, 43.6]",PM10,µg/m3,7.17
447,air quality sensor measurement,2024/05/31,13,toulouse,"[1.44, 43.6]",NO2,µg/m3,9.74
448,air quality sensor measurement,2024/05/26,9,strasbourg,"[7.75, 48.57]",NO2,µg/m3,6.62
449,air quality sensor measurement,2024/05/29,14,toulouse,"[1.44, 43.6]",CO,mg/m3,3.02
450,air quality sensor measurement,2024/05/26,8,strasbourg,"[7.75, 48.57]",CO,mg/m3,1.19
451,air quality sensor measurement,2024/05/29,4,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,6.36
452,air quality sensor measurement,2024/05/27,11,toulouse,"[1.44, 43.6]",CO,mg/m3,4.33
453,air quality sensor measurement,2024/05/29,3,marseille,"[5.37, 43.3]",CO,mg/m3,6.75
454,air quality sensor measurement,2024/05/24,9,lille,"[3.06, 50.63]",CO,mg/m3,8.47
455,air quality sensor measurement,2024/06/02,13,toulouse,"[1.44, 43.6]",O3,µg/m3,9.97
456,air quality sensor measurement,2024/05/31,7,brest,"[4.49, 48.39]",CO,mg/m3,6.77
457,air quality sensor measurement,2024/05/30,18,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,1.64
458,air quality sensor measurement,2024/05/24,8,lille,"[3.06, 50.63]",O3,µg/m3,0.97
459,air quality sensor measurement,2024/05/28,19,brest,"[4.49, 48.39]",CO,mg/m3,8.99
460,air quality sensor measurement,2024/05/29,6,marseille,"[5.37, 43.3]",PM10,µg/m3,2.83
461,air quality sensor measurement,2024/05/27,17,toulouse,"[1.44, 43.6]",CO,mg/m3,4.91
462,air quality sensor measurement,2024/05/28,2,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,5.94
463,air quality sensor measurement,2024/05/24,5,toulouse,"[1.44, 43.6]",CO,mg/m3,9.27
464,air quality sensor measurement,2024/05/26,5,toulouse,"[1.44, 43.6]",CO,mg/m3,3.53
465,air quality sensor measurement,2024/05/29,10,brest,"[4.49, 48.39]",CO,mg/m3,5.19
466,air quality sensor measurement,2024/05/25,9,brest,"[4.49, 48.39]",NO2,µg/m3,3.13
467,air quality sensor measurement,2024/05/29,23,marseille,"[5.37, 43.3]",PM2.5,µg/m3,7.92
468,air quality sensor measurement,2024/05/26,9,strasbourg,"[7.75, 48.57]",O3,µg/m3,3.71
469,air quality sensor measurement,2024/05/28,2,lille,"[3.06, 50.63]",O3,µg/m3,5.83
470,air quality sensor measurement,2024/06/02,4,marseille,"[5.37, 43.3]",NO2,µg/m3,0.77
471,air quality sensor measurement,2024/05/27,6,toulouse,"[1.44, 43.6]",NO2,µg/m3,7.0
472,air quality sensor measurement,2024/05/26,8,marseille,"[5.37, 43.3]",PM10,µg/m3,5.59
473,air quality sensor measurement,2024/06/01,21,brest,"[4.49, 48.39]",O3,µg/m3,0.1
474,air quality sensor measurement,2024/05/28,22,lille,"[3.06, 50.63]",O3,µg/m3,4.61
475,air quality sensor measurement,2024/05/26,16,brest,"[4.49, 48.39]",CO,mg/m3,8.66
476,air quality sensor measurement,2024/05/31,16,strasbourg,"[7.75, 48.57]",PM10,µg/m3,6.6
477,air quality sensor measurement,2024/05/28,11,lille,"[3.06, 50.63]",O3,µg/m3,6.52
478,air quality sensor measurement,2024/05/28,9,marseille,"[5.37, 43.3]",PM10,µg/m3,4.4
479,air quality sensor measurement,2024/06/01,16,strasbourg,"[7.75, 48.57]",NO2,µg/m3,1.22
480,air quality sensor measurement,2024/05/28,3,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.74
481,air quality sensor measurement,2024/05/24,15,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,0.94
482,air quality sensor measurement,2024/06/01,6,marseille,"[5.37, 43.3]",CO,mg/m3,5.08
483,air quality sensor measurement,2024/05/31,13,marseille,"[5.37, 43.3]",PM10,µg/m3,5.72
484,air quality sensor measurement,2024/06/02,5,lille,"[3.06, 50.63]",CO,mg/m3,1.02
485,air quality sensor measurement,2024/06/02,18,marseille,"[5.37, 43.3]",O3,µg/m3,1.69
486,air quality sensor measurement,2024/05/25,10,toulouse,"[1.44, 43.6]",CO,mg/m3,2.19
487,air quality sensor measurement,2024/05/31,11,marseille,"[5.37, 43.3]",PM2.5,µg/m3,7.02
488,air quality sensor measurement,2024/05/30,13,strasbourg,"[7.75, 48.57]",PM10,µg/m3,9.82
489,air quality sensor measurement,2024/05/30,9,marseille,"[5.37, 43.3]",NO2,µg/m3,0.33
490,air quality sensor measurement,2024/05/29,12,strasbourg,"[7.75, 48.57]",O3,µg/m3,6.38
491,air quality sensor measurement,2024/06/01,2,strasbourg,"[7.75, 48.57]",O3,µg/m3,4.73
492,air quality sensor measurement,2024/05/26,16,lille,"[3.06, 50.63]",O3,µg/m3,3.9
493,air quality sensor measurement,2024/05/25,0,brest,"[4.49, 48.39]",PM10,µg/m3,1.85
494,air quality sensor measurement,2024/06/01,13,lille,"[3.06, 50.63]",PM10,µg/m3,5.26
495,air quality sensor measurement,2024/05/27,23,lille,"[3.06, 50.63]",CO,mg/m3,6.62
496,air quality sensor measurement,2024/06/02,19,marseille,"[5.37, 43.3]",O3,µg/m3,3.61
497,air quality sensor measurement,2024/05/27,10,brest,"[4.49, 48.39]",NO2,µg/m3,6.52
498,air quality sensor measurement,2024/05/24,18,lille,"[3.06, 50.63]",CO,mg/m3,6.37
499,air quality sensor measurement,2024/05/30,3,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.54
500,air quality sensor measurement,2024/05/29,1,marseille,"[5.37, 43.3]",O3,µg/m3,6.35
501,air quality sensor measurement,2024/05/25,19,marseille,"[5.37, 43.3]",PM2.5,µg/m3,1.79
502,air quality sensor measurement,2024/05/30,8,strasbourg,"[7.75, 48.57]",O3,µg/m3,3.8
503,air quality sensor measurement,2024/05/27,15,brest,"[4.49, 48.39]",PM2.5,µg/m3,5.27
504,air quality sensor measurement,2024/06/01,0,marseille,"[5.37, 43.3]",PM10,µg/m3,9.41
505,air quality sensor measurement,2024/05/30,4,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,3.14
506,air quality sensor measurement,2024/05/29,0,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,4.05
507,air quality sensor measurement,2024/06/01,20,strasbourg,"[7.75, 48.57]",PM10,µg/m3,1.43
508,air quality sensor measurement,2024/05/29,9,brest,"[4.49, 48.39]",O3,µg/m3,1.53
509,air quality sensor measurement,2024/05/30,12,brest,"[4.49, 48.39]",NO2,µg/m3,8.19
